Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
22698620,Orfani vol. 3: Verità,Roberto Recchioni,"Recchioni, Roberto",Emiliano Mammuccari,"=""8865432586""","=""9788865432587""",1,3.90,Bao Publishing,Hardcover,352,2014,2014,2019/12/01,2019/12/01,,,read,"Altre recensioni sul mio blog: https://www.artedellalettura.it/<br/><br/><br/><i>Nota: Questa è la recensione della prima stagione completa.</i><br/><br/>Orfani è una serie a cui ero interessato da parecchi anni, ma l'ho sempre lasciata da parte per via del suo costo proibitivo. Finalmente mi sono deciso a darle una possibilità e ho acquistato la prima stagione nell'edizione BAO, la quale raccoglie in soli 4 volumi tutti e 12 i primi albi per un costo di 27 euro a volume, non poco. <br/><br/><br/><b>Trama</b><br/><br/>Ogni capitolo di Orfani è diviso in due parti: flashback all'addestramento dei giovani Orfani e storyline attuale. In ogni albo la storia avanza molto lentamente, focalizzandosi maggiormente sull'approfondimento dei rapporti e dei caratteri dei personaggi. Dopo un'intera stagione il progresso della trama è minimo e il finale di stagione lascia molte domande in sospeso. In tutto ciò i personaggi sono comunque piatti, salvo un paio di loro. Il resto del cast è banale e poco caratterizzato, tant'è che molte interazioni tra personaggi sono scontate e prevedibili.<br/><br/>La storia è scontata, l'unico plot twist è stato già usato in milioni di altre opere e non è nulla di sorprendente.<br/><br/><br/><b>Disegni</b><br/><br/>I disegni sono poveri, spogli, senza dettagli e poco curati. Non c'è nemmeno il gusto di osservare più a lungo una vignetta, tanto non si troverà nulla di extra, nessun disegno incredibile, niente di niente. Disegni in tipico stile Bonelli, ma stavolta a un costo esorbitante. <br/><br/><br/><b>Edizione</b><br/><br/>L'edizione BAO include extra che potrebbero interessare a molti, ma che personalmente ho smesso di leggere dal secondo volume in poi. La qualità è buona, ma il prezzo rimane molto elevato.<br/><br/><br/><b>Conclusioni</b><br/><br/>Una serie troppo costosa, il cui prezzo non rispecchia la qualità. Nulla di eccezionale o di nuovo. Non la proseguirò.<br/><br/>Altre recensioni sul mio blog: https://www.artedellalettura.it/",,,1,,,0,,,,,
37589179,"Dead Astronauts (Borne, #2)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""""","=""""",0,3.37,Fourth Estate,Kindle Edition,352,2019,2019,,2019/12/12,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
15195,The Complete Maus,Art Spiegelman,"Spiegelman, Art",,"=""0141014083""","=""9780141014081""",5,4.54,Penguin Books,Paperback,296,2003,1980,2019/11/02,2018/06/13,,,read,"Altre recensioni sul mio blog: https://www.artedellalettura.it/.<br/><br/>Definire Maus ""Graphic Novel"" e basta sarebbe riduttivo. Non sapevo bene cosa aspettarmi da questo libro, ma non potevo di certo aspettarmi una lettura così forte e d'impatto.<br/><br/><br/><b>Trama</b><br/>Maus narra della storia del padre dell'autore, un ebreo polacco, durante la seconda guerra mondiale. La prima parte mostra il graduale inasprimento della vita del padre prima della guerra, fino ad arrivare alla segregazione e alla deportazione. La seconda parte descrive la deportazione e la vita nel campo di concentramento di Majdanek prima e di Auschwitz poi.<br/><br/>Le vicende ci vengono mostrate tramite i ricordi in flashback del padre. Tra queste l'autore inserisce anche i dialoghi che avvengono col padre nel presente, come se volesse mostrare al lettore come è stato creato il fumetto oppure le conseguenze che la prigionia ha avuto sul padre.<br/><br/><br/><b>Disegni</b><br/>I disegni di Maus sono sporchi, ricchi di nero. Aprendo una qualsiasi pagina salta subito all'occhio la forte presenza di colori scuri e ombre, quasi a voler appesantire ancor di più la storia. Ogni vignetta funziona in perfetta sintonia con la storia, aumentando il senso di angoscia che si ha durante la lettura.<br/><br/><br/><b>Conclusioni</b><br/>Una graphic novel meravigliosa, assolutamente consigliata a tutti.",,,1,,,0,,,,,
31452466,Lettere contro la guerra,Tiziano Terzani,"Terzani, Tiziano",,"=""""","=""9788850243716""",4,4.33,Super Tea,Paperback,180,2016,2002,2019/10/28,2019/10/16,,,read,"Altre recensioni sul mio blog: https://www.artedellalettura.it/<br/><br/><br/>Quando ho aperto il blog, ormai nel lontano Maggio 2017, mi imposi di recensire ogni singolo libro letto. Questa scelta porta con se vari problemi e difficoltà, come in questo caso. Come recensire un libro come ""Lettere contro la guerra""?<br/><br/>Non credo sia possibile, o perlomeno che rientri nelle mie capacità, perciò mi limiterò a parlarvene per provare a invogliare la lettura.<br/><br/><br/><b>Contenuto</b><br/>Lettere contro la guerra contiene sette lettere scritte da Tiziano Terzani in giro per il mondo, tutte scritte in seguito agli attentati dell'11 Settembre 2001. In queste lettere Terzani ci parla delle guerre che ha visto in prima persona, di quando ha incontrato i giovani talebani, della sua opinione sulla guerra.<br/><br/>In ogni lettera parla della sua visione sulle guerre e spiega la sua idea di pace per risolvere le guerre. Una lettura molto interessante per approfondire le proprie conoscenze e per poter leggere un'eventuale nuova opinione sulla situazione politica globale. Pur essendo un libro datato sembra più attuale che mai.<br/><br/>Ogni lettera è molto prolissa e ricca di contenuti, perciò non la consiglio come unica lettura continuativa. Personalmente intervallavo la lettura di questo libro con altre letture più leggere.<br/><br/><br/><b>Conclusioni</b><br/>Lettura assolutamente consigliata. Un libro datato ma più attuale che mai.",,,1,,,0,,,,,
22545984,"JoJo's Bizarre Adventure: Part 1—Phantom Blood, Vol. 2",Hirohiko Araki,"Araki, Hirohiko",Evan Galloway,"=""1421578808""","=""9781421578804""",2,4.17,VIZ Media,Hardcover,319,2015,2002,2019/11/26,2019/11/22,,,read,,,,1,,,0,,,,,
22722809,Dimentica il mio nome,Zerocalcare,"Zerocalcare, Zerocalcare",,"=""8865432543""","=""9788865432549""",4,4.36,Bao Publishing,Hardcover,236,2014,2014,2019/11/06,2019/11/05,,,read,"Altre recensioni sul mio blog: https://www.artedellalettura.it/<br/><br/><br/><b>Recensione breve di Dimentica il mio nome (senza spoiler)</b><br/>In Dimentica il mio nome Zerocalcare ricorda sua nonna Huguette, personaggio misterioso della sua infanzia. Alla sua morte, avvenuta nel 2014, Zero decide di scoprire di più su di lei e sulla sua famiglia, cercando di riempire i vuoti presenti nella sua memoria.<br/><br/>Zerocalcare non solo ci racconta una storia, ma lui stesso scopre insieme ai lettori la vita di sua nonna.<br/><br/>Dimentica il mio nome è ricco di elementi di finzione uniti ad elementi reali. Questi si mischiano e si confondono, tanto da rendere difficile capire cosa è vero e cosa è inventato.<br/><br/><b>Conclusioni</b><br/>Un'ottima lettura, ma non una delle mie graphic novel preferite.",,,1,,,0,,,,,
34855216,La profezia dell'armadillo. Artist edition,Zerocalcare,"Zerocalcare, Zerocalcare",,"=""8865438533""","=""9788865438534""",3,4.36,Bao Publishing,Hardcover,160,2017,2011,2019/10/31,2019/10/31,,,read,"Altre recensioni sul mio blog: https://www.artedellalettura.it/<br/><br/><b>Recensione breve di La profezia dell'armadillo (senza spoiler)</b><br/>La profezia dell'armadillo è la prima graphic novel di Zerocalcare autoprodotta nel 2011.<br/><br/>Il libro è suddiviso in storie brevi, ognuna basata su un tema o un concetto a sé stante. Il sottile filo conduttore di alcuni di questi capitoli è la morte di un'amica di Zerocalcare e il modo in cui lui prova ad accettare questo fatto.<br/><br/>Rispetto alle successive opere di Zerocalcare, ho trovato questa graphic novel un po' sottotono. Non racconta una storia, come negli altri libri da me già letti, ma la morte dell'amica è solo secondaria, non è l'elemento principale. Mi aspettavo tutt'altro, forse per questo sono rimasto leggermente deluso. Inoltre, ho notato una carenza nel solito umorismo di Zero, molto più presente nelle successive opere.",,,1,,,0,,,,,
48746011,"Jojonium: 1 (JoJo's Bizarre Adventure Part 1 Phantom Blood, #1)",Hirohiko Araki,"Araki, Hirohiko",Edoardo Serino,"=""882261657X""","=""9788822616579""",2,4.09,Star Comics,Hardcover,260,2019,2002,2019/11/21,2019/11/21,,,read,,,,1,,,0,,,,,
249,Tropic of Cancer,Henry Miller,"Miller, Henry",Jiří Níl,"=""0802131786""","=""9780802131782""",0,3.67,Grove Press,Paperback,318,1994,1934,,2018/05/24,cant-finish,cant-finish (#1),read,,,,1,,,0,,,,,
42076355,I kill Giants,Joe Kelly,"Kelly, Joe","J.M. Ken Niimura, Caterina Marietti","=""8832731541""","=""9788832731545""",3,4.14,Bao Publishing,Hardcover,240,2018,2009,2019/10/24,2019/10/23,,,read,"Altre recensioni sul mio blog: https://www.artedellalettura.it/<br/><br/><b>Recensione I kill Giants - Titan edition (senza spoiler)</b><br/>I kill Giants è rimasto fermo in libreria per anni in attesa di essere letto, perciò non ricordo i motivi per cui lo acquistai. Qualche giorno fa decisi però di leggerlo, più che altro perché l'idea di avere un fumetto in attesa da così tanto tempo mi metteva angoscia. Ho quindi iniziato la lettura di questa graphic novel senza sapere molto, solo che la protagonista uccide i giganti.<br/><br/><br/><b>Trama</b><br/>Barbara è una bambina che uccide i giganti, o che almeno crede di poterlo fare. Partendo da questa introduzione si potrebbe pensare che I kill Giants è una graphic novel fantasy, ma rientra invece nella categoria dei fumetti di formazione (non aggiungo altro per evitare spoiler).<br/><br/>I primi capitoli sono confusionari, non è ben chiaro cosa sta accadendo e qual è la direzione che prenderà la storia, ma col passare delle pagine tutto si fa più chiaro.<br/><br/>La storia è breve, ho letto tutto in poco meno di un'ora, ma non presenta punti morti o parti aggiunte solo per aumentare la durata della lettura. La brevità del fumetto si risente nei personaggi, poco caratterizzati e piuttosto superficiali.<br/><img src=""https://www.artedellalettura.it/wp-content/uploads/IKillGiants1.jpeg""  alt=""Page from I kill Giants""/><br/><br/><b>Disegni</b><br/>I disegni di JM Ken Niimura sono a tratti sporchi e imprecisi, ad altri dettagliati e meravigliosi da vedere. Nel complesso ho trovato i disegni ottimi e sempre adatti alla componente narrativa.<br/><img src=""https://www.artedellalettura.it/wp-content/uploads/IKillGiants2.jpeg""  alt=""Page from I kill Giants""/><br/>Non ho apprezzato i balloon, le linee di collegamento per identificare l'interlocutore spesso non sono facili da individuare, sopratutto in vignette ricche di dialoghi.<br/><br/><br/><b>Contenuti extra</b><br/>I kill Giants - Titan edition include parecchi contenuti extra, tra cui disegni splash esclusivi di altre edizioni straniere, delle strisce comiche sul rapporto di lavoro tra Joe Kelly e Ken Niimura e il copione completo del primo capitolo. Sono aggiunte piacevoli e molto corpose che giustificano appieno il prezzo extra.<br/><img src=""https://www.artedellalettura.it/wp-content/uploads/IKillGiants3.jpeg""  alt=""Page from I kill Giants""/><br/><br/><b>Conclusioni</b><br/>Una graphic novel molto piacevole da leggere, ma non la considero il capolavoro a cui tutti inneggiano.",,,1,,,0,,,,,
21465838,La strada,Cormac McCarthy,"McCarthy, Cormac",Martina Testa,"=""8806219367""","=""9788806219369""",5,3.97,Einaudi,Paperback,220,2014,2006,2019/10/21,2019/10/17,,,read,"Altre recensioni sul mio blog: https://www.artedellalettura.it/<br/><br/><b>Recensione La strada (senza spoiler)</b><br/>La strada di Corman McCarthy è un libro che narra della vita di due sopravvissuti, padre e figlio, entrambi senza nome, in un mondo post-apocalittico. Della catastrofe avvenuta non sappiamo nulla, se non che le persone rimaste sono poche e divise in due gruppi: i buoni e i cattivi. I cattivi si muovono in gruppo per la strada cercando vittime da saccheggiare e mangiare. I buoni cercano solo di sopravvivere, come padre e figlio.<br/><br/><br/><b>Trama</b><br/>La trama di questo libro è molto semplice, tant'è che per molti questo è un punto di critica. Padre e figlio camminano verso sud in cerca di una zona più calda, insieme a loro hanno un carrello contenente tutti i loro averi. Durante il loro cammino soffriranno la fame più volte, incontreranno predoni e persone disperate come loro, dovranno andare alla ricerca disperata di cibo per poter sopravvivere un giorno di più.<br/><br/>La strada è un libro piuttosto ripetitivo; nel corso della storia padre e figlio eseguono le stesse azioni: razziare un luogo, camminare, soffrire la fame, discutere su cosa sia bene e cosa sia male. Per alcuni questo può rendere la lettura tediosa, ma personalmente non ho notato molto queste ripetizioni. Dopotutto il mondo sta finendo e bisogna sopravvivere, non ci sono molte cose da fare.<br/><br/><br/><b>Prosa</b><br/>In La strada Corman McCarthy utilizza una prosa particolare, lenta e angosciante. Durante la lettura mi sono immerso nella storia, provando le stesse sensazioni di solitudine e ansia provate dai protagonisti.<br/><br/>Per via dello stile di scrittura inusuale ho trovato le prime pagine difficili da leggere, tant'è che ho dovuto rileggere alcuni paragrafi più volte. Col passare delle pagine ho trovato il ritmo di lettura corretto e la prosa non è più stata un problema.<br/><br/><br/><b>Conclusioni</b><br/>Un ottimo libro. Nulla di nuovo dal punto di vista della trama, ma fantastico il modo in cui la storia viene narrata.",,,1,,,0,,,,,
36873145,Le assaggiatrici,Rosella Postorino,"Postorino, Rosella",,"=""8807032694""","=""9788807032691""",1,3.54,Feltrinelli,Paperback,287,2018,2018,2018/11/23,2018/11/17,,,read,"Altre recensioni sul mio blog: https://artedellalettura.it<br/><br/>Ho acquistato Le assaggiatrici per via dell'interessante presentazione e dell'immensa pubblicità che ha ricevuto. Per come si mostra questo libro, uno crede di trovarsi tra le mani un libro storico sulle assaggiatrici di Hitler o, perlomeno, un libro semi-biografico sulla vita di un'assaggiatrice. In realtà questo libro è un romanzo rosa e il contesto storico non ha un ruolo nel libro, solo nella pubblicità.<br/><br/><br/><b>Trama</b><br/>La trama non esiste e questo ci porta al primo problema del libro: perché leggerlo? Che cosa mi porta a girare pagina? Nel caso di questo libro, nulla. La protagonista non ha uno scopo finale, non c'è un obiettivo. Il libro è un susseguirsi di azioni di routine (vado nell'orto, prendo il bus, mangio e ho paura, faccio sesso nel fienile) interrotte ogni tanto da sotto trame ancora più inutili. Una sotto trama dovrebbe avere un minimo di collegamento alla storia principale, ma ovviamente non essendoci nemmeno la storia principale come posso aspettarmi che ci sia un collegamento? Esempi: <spoiler>La storia del latte che rubava. Utilità alla storia? Nessuna. La storia che Elfriede era ebrea, utilità alla storia? Nessuna. La storia del tentativo di attentato a Hitler, utilità alla storia? Nessuna. E potrei proseguire.</spoiler><br/><br/>Il finale racchiude tutti i problemi del libro per dare il colpo di grazia al povero lettore. Elenco non esaustivo dei problemi del finale (no spoiler):<br/><br/>- Non conclude la parte precedente, ma lascia tutto in sospeso. Che ha fatto Rosa una volta arrivata a Berlino? Il finale fa un salto temporale di circa 40 anni;<br/>- Cose totalmente a caso, inutili per il libro e la """"""storia"""""". Ovviamente, non avendo una trama come ci si può aspettare un finale sensato?<br/>- Ci dimostra ancora una volta la stupidità dei personaggi, portandola a livelli estremi.<br/><br/><br/><b>Personaggi</b><br/>I personaggi sono il punto più dolente di tutto il libro. Sono troppi, stupidi e stupidi (sì, sono due volte stupidi). Solo le assaggiatrici sono dieci e impossibili da ricordare. Capisco la difficoltà nel caratterizzare dieci personaggi differenti ma molto simili tra loro, perciò mi chiedo perché non ha scelto un numero inferiore. Il libro è già così romanzato e inventato che cambiare il numero di assaggiatrici rispetto all'originale non credo sarebbe stato così grave. In ogni caso, di queste donne solo poche sono abbastanza distinguibili: Elfriede, tizia che piange, tizia cattiva (a parte la prima, gli altri nomi non li ricordo. Questo per dimostrare quanto sono facili da ricordare questi personaggi!).<br/><br/>Ora passiamo ad analizzare nel dettaglio, ma brevemente, i tre personaggi principali:<br/><br/>Rosa: Donna estremamente passiva, segue il flusso della sua vita senza far nulla per poter cambiare ciò che non apprezza, pur continuando a lamentarsene. Osserva la sua vita come se fosse in terza persona e non potesse interagire col mondo.<br/>Gregor: Il marito di Rosa. Ingegnere e apparentemente filosofo a tempo perso, quando parla dalla sua bocca escono solo saggezze.<br/>Ziegler: Ufficiale nazista stalker con complessi di inferiorità e di inutilità. Conquista le donne fissandole di notte attraverso le finestre.<br/>Onde evitare spoiler non parlerò oltre dei personaggi, non che ci sia molto altro da aggiungere.<br/><br/><br/><b>Edizione</b><br/>Edizione buona, con copertina lucida flessibile ma piuttosto rigida, identica a quella di Così giocano le bestie giovani. All'interno non ci sono problemi.<br/><br/>Unica nota negativa è la quarta di copertina, apoteosi dell'inutilità.<br/><br/><br/><b>Conclusioni</b><br/>Si salvano solo la prosa e l'edizione. Nessuna trama, personaggi banali e stupidi, pubblicizzato come romanzo storico (o comunque basato su una biografia) quando invece è solo un altro romanzo rosa.",,,1,,,0,,,,,
35529926,"Ruin and Rising (Shadow and Bone, #3)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250063167""","=""9781250063168""",2,4.08,Square Fish,Paperback,417,2017,2014,2019/10/13,2019/09/29,,,read,"Recensione completa sul mio blog: https://www.artedellalettura.it/<br/><br/><b>Recensione con spoiler</b><br/>Ruin and Rising è, per fortuna, l'ultimo libro della trilogia Grishaverse, perciò questa recensione sarà anche una recensione della trilogia completa e sarà, ovviamente, ricca di spoiler.<br/><br/><br/><b>Trama</b><br/>Ruin and Rising segue la stessa struttura dei libri precedenti: prime duecento pagine inutili, ricche di chiacchiere e progetti sul futuro, altre cento pagine dedicate al viaggio per trovare l'animale leggendario, ultime cinquanta pagine per la battaglia contro il male e l'epilogo.<br/><br/>Per tutta la durata del libro non accade nulla di interessante e gli approfondimenti dei personaggi sono ridotti al minimo.<br/><br/><br/><b>Finale</b><br/><spoiler>Dopo infinite pagine dedicate al solito viaggio, dove i personaggi vanno in giro a caso basandosi solo sul fiuto di quel segugio di Mal, ad un certo punto arriviamo al finale. Non si sa bene perché, ma eccoci tutti dentro alla Fold (penso sia corretto il femminile) a combattere per l'ennesima volta il Darkling, come sempre con un piano superficiale che verrà ignorato dopo mezzo paragrafo.<br/><br/>Il combattimento è, come nei libri precedenti, confusionario e molto casuale. Ci viene detto che qualcuno muore e che qualcun altro rimane ferito, ma non sappiamo bene il perché. Ad un certo punto eccoci faccia a faccia con il Darkling, la nemesi della trilogia, il Grisha più forte di tutti, colui che controlla le ombre e... che muore con un coltello nel cuore. Semplicemente, Alina accoltella il Darkling, lui muore e tutti vissero felici e contenti. Mal muore, ma dopo due pagine torna in vita, non sia mai che un co-protagonista muoia in questa trilogia!<br/><br/>Inoltre, la trama di questo libro si basa su due elementi: la corruzione che sta prendendo Alina (solo teoricamente, in realtà è sempre la stessa del primo libro) e il fatto che il terzo amplificatore richiederà un enorme sacrificio da parte sua.<br/>Alina ottiene il terzo amplificatore e il sacrificio consiste nel fatto che perde il suo potere, dandolo però in forma minore a molte altre persone.<br/>Trecento pagine di discorsi su sacrifici e perdite gravissime, e poi questo è il finale? Piuttosto deludente.</spoiler><br/><br/>[...Recensione completa sul mio blog: https://www.artedellalettura.it/]<br/><br/><b>Conclusioni</b><br/>Finita la trilogia posso dire senza problemi che è stata una perdita di tempo e una delusione. Evitatela, passate direttamente a leggere Six of Crows.",,,1,,,0,,,,,
39968598,Anne di Tetti Verdi,L.M. Montgomery,"Montgomery, L.M.","Enrico De Luca, Oscar Ledonne","=""8871123298""","=""9788871123295""",5,4.26,Lettere Animate,Paperback,322,2018,1908,2019/09/29,2019/09/21,,,read,"Altre recensioni sul mio blog: https://www.artedellalettura.it/<br/><br/><br/>Anne di Tetti Verdi è un classico della  letteratura per ragazzi del 1908 che mi è stato gentilmente inviato dal curatore e traduttore dell'opera, il professor Enrico de Luca.<br/><br/>Prima di Anne non avevo mai letto un romanzo che narrasse le vicende di vita quotidiana di una persona, non credevo che potesse interessarmi. Grazie a questo libro mi sono ricreduto e ho scoperto il piacere di una lettura semplice e rilassata, senza personaggi buoni e cattivi, senza trame complesse ed articolate, senza combattimenti incredibili, solo le vicende di una bambina dai capelli rossi.<br/><br/><b>Trama</b><br/><br/>In Anne di Tetti Verdi seguiamo la vita di Anne dal suo arrivo a Tetti Verdi fino all'adolescenza. Ogni capitolo corrisponde a una mini-avventura (solitamente disavventura) che ci farà conoscere meglio Anne e coloro che la circondano. Il libro scorre lentamente facendo passare poco tempo tra un racconto e l'altro, fino ai capitoli finali, dove in poco tempo Anne si trasforma da bambina chiacchierona ad adolescente ambiziosa, col desiderio di rendere orgogliosi i suoi genitori adottivi. Anne non è un personaggio statico; nel corso della storia continua ad evolversi, a cambiare. Appena arrivata a Tetti Verdi è sempre sognante e distratta, la sua immaginazione pare senza limiti. Verso la fine del libro Anne è molto più concentrata sullo studio e sul suo futuro, lasciando però sempre un po' di spazio all'immaginazione.<br/><br/><b>Stile di scrittura</b><br/><br/>Il libro scorre molto bene, è facile perdersi nella lettura senza nemmeno rendersene conto. Le parti descrittive sono molte, alcune piuttosto prolisse, sopratutto nel caso delle descrizioni ambientali.<br/><br/><b>Conclusioni</b><br/><br/>Purtroppo non è facile trovare le parole per recensire Anne di Tetti Verdi. Semplicemente è un ottimo libro, una delle migliori letture di quest'anno, e non posso far altro che consigliarlo.<br/><br/><br/>Altre recensioni sul mio blog: https://www.artedellalettura.it/",,,1,,,0,,,,,
42277123,Fate il vostro gioco,Antonio Manzini,"Manzini, Antonio",,"=""8838938288""","=""9788838938283""",3,3.99,Sellerio,Paperback,400,2018,2018,2019/09/20,2019/09/12,,,read,"<a href=""https://www.artedellalettura.it/recensione-fate-il-vostro-gioco-manzini/"">Recensione completa sul mio blog</a><br/><br/>Fate il vostro gioco è il primo romanzo di Antonio Manzini che leggo ed è quindi stato la mia introduzione al personaggio del vicequestore Rocco Schiavone.<br/><br/><br/><b>Trama</b><br/><br/>Ogni capitolo di ""Fate il vostro gioco"" copre un giorno della settimana per un totale di otto giorni. La trama scorre lenta, a tal punto che mi chiedo quante ore ci sono nelle giornate di Rocco Schiavone, il quale riesce a fare qualsiasi cosa immaginabile in poche ore.<br/><br/>Le indagini sono la parte minore del libro, non sembra nemmeno un giallo/noir. Prima di tutto ci sono le relazioni di Rocco Schiavone con amici e amanti, poi le relazioni di Rocco Schiavone con i colleghi, poi le avventure di Rocco Schiavone in giro per Aosta, seguito dalle avventure di Rocco Schiavone con un bambino a caso e, per concludere, le indagini. In nessun punto della lettura mi sono annoiato, ma è evidente la quantità di elementi aggiunti per allungare il brodo.<br/><br/><b>Personaggi</b><br/><br/>Rocco Schiavone è un personaggio complesso, ma che nel corso della storia diventa comunque chiaro pur non avendo letto i libri precedenti. Tutti i personaggi secondari, sopratutto i colleghi di Rocco, sono invece piatti e poco riconoscibili. Pochi di loro hanno caratteristiche uniche o nomi facilmente identificabili e sembra quasi che l'autore faccia apposta a confonderci le idee chiamando lo stesso personaggio con nomi differenti (Nome, Cognome e soprannome).<br/><br/>Un giallo senza colpevole<br/><br/><br/>Attenzione spoiler:<br/><spoiler>La parte peggiore di questo libro è che non si conclude. Arrivati al finale viene svelato il colpevole, ma Rocco Schiavone decide di aver sbagliato e si convince che in realtà l'assassino è un'altra persona, quindi tutto questo libro è inutile. Ovviamente poco dopo l'uscita di questo libro è uscito il seguito, un nuovo capitolo delle avventure di Rocco Schiavone dove, forse, scopriremo il colpevole. Grazie a questa trovata geniale non mi sento di dare un voto alto a questo libro, la trovo una pratica molto sleale verso i lettori.</spoiler><br/><br/><b>Conclusioni</b><br/><br/>Un romanzo piacevole da leggere, ma inconclusivo.",,,1,,,0,,,,,
36312050,Bacio feroce,Roberto Saviano,"Saviano, Roberto",,"=""8807032619""","=""9788807032615""",3,4.03,Feltrinelli,Paperback,400,2017,2017,2019/03/26,2018/08/10,,,read,"Recensione completa sul mio blog: https://www.artedellalettura.it/recensione-bacio-feroce-saviano/<br/><br/>Bacio feroce, seguito di La paranza dei bambini, si conferma essere copia spudorata del primo libro portando con sè esattamente gli stessi problemi del primo libro. Per questo motivo ho deciso di “copiare” parti della mia precedente recensione per paragonarle a questo libro. Se avete già letto il primo libro della “serie” o la mia recensione, sappiate che di nuovo c’è ben poco.<br/><br/><br/>Prosa<br/>Ambientato a Napoli, La paranza dei bambini è ricco, molto ricco di dialoghi in napoletano.<br/><br/>Ma a differenza del primo libro, qua ho fatto molta più fatica a comprendere il significato di alcune frasi, arrivando addirittura a non capire nulla in determinati casi. Di solito però dal contesto si può sempre comprendere ciò che si sta dicendo.<br/><br/>Descrizioni infinite di cose banali e frasi senza utilità alla storia ma buttate lì per incrementare il contatore di parole.<br/><br/>Questo non succede in Bacio feroce, per il semplice motivo che siamo passati dalle frasi ad interi capitoli banali e senza utilità alla storia. A fine lettura mi sono reso conto della quantità di cose inutili descritte nel libro e fini solo a sé stesse.<br/><br/>Una cosa che ho apprezzato è invece la maggior presenza di scene violente, le quali dimostrano come sia cambiata la paranza dei bambini in soli sei mesi. Sono più grandi, si credono adulti e, a differenza del primo libro, non hanno più paura di usare la violenza.<br/><br/><br/>Trama <br/>Per descrivere la trama mi basta copiare pari pari i due paragrafi dedicati alla trama de La paranza dei bambini:<br/><br/>Il libro non segue un vero e proprio filone narrativo, il protagonista non ha un obiettivo se non un generico “conquistiamo il mondo”. Tutto il libro è un susseguirsi di blocchi/capitoli a sé stanti con in background un sottile filo conduttore. Abbiamo il blocco di “Drone”, che dura circa 3 capitoli, abbiamo poi il blocco “furto di un camion”, fine a sé stesso e che dura circa due capitoli. Potrei andare avanti all’infinito e dividere tutto il libro in questo modo, con brevi capitoli di riconciliazione della trama sparsi a caso.<br/><br/>E tutto questo porta al finale (niente spoiler, tranquilli), prevedibile con pagine d’anticipo e così aperto e pronto a un sequel che mancava solo la scritta “Acquista il seguito a soli 4.99” in fondo alla pagina (Aggiornamento: e infatti dopo soli 11 mesi è uscito il sequel Bacio feroce).<br/><br/>Tutto questo è valido anche in questo caso. Nessuna trama se non il protagonista che desidera avere sempre più soldi, divisione del libro in blocchi isolati che mi ricordano episodi autoconclusivi di serie TV, finale scontatissimo e prevedibile.<br/><br/><br/>Personaggi<br/>La paranza è composta da dieci ragazzini, tra i 10 e i 16 anni, il cui capo è Nicolas ‘o Marajà. Ognuno ha il proprio soprannome e il nome non viene usato praticamente mai: Pesce moscio, Dentino, Drone, Lollipop, Biscottino e così via. A questi dieci soprannomi si aggiungono anche quelli di altri ragazzini, di camorristi e di persone a caso. Vi sono così tanti personaggi, tutti mal o per nulla caratterizzati, che ci si perde nella massa di nomi senza un volto dietro. Quando si legge un nome non si riconosce una persona, non ci sono emozioni, sentimenti o una psicologia. Il vuoto totale. Nessun personaggio viene analizzato psicologicamente se non in modi molto superficiali. Non si può creare nessun legame con nessun personaggio perché non li si conosce minimamente, sono uno tale e quale all’altro.<br/><br/>Nel caso di Bacio feroce quanto detto sopra si sente ancora di più. I personaggi non vengono introdotti in alcun modo, non c’è nessun aiuto per rinfrescare la memoria del lettore. Ci si ritrova quindi inondati di nomi, soprannomi ed eventi senza ricordarsi molto (nel mio caso non ricordavo nulla).<br/><br/><br/>Recensione completa sul mio blog: https://www.artedellalettura.it/recensione-bacio-feroce-saviano/",,,1,,,0,,,,,
37755986,Shakespeare non l'ha mai fatto,Charles Bukowski,"Bukowski, Charles",Simona Viciani,"=""8807881942""","=""9788807881947""",4,3.73,Feltrinelli,Paperback,121,2013,1979,2019/04/02,2019/03/27,,,read,"Recensione completa sul mio blog: https://www.artedellalettura.it/recensione-shakespeare-non-ha-mai-fatto-bukowski/<br/><br/>Dopo aver letto i quattro romanzi biografici di Bukowski, questo libro è stato una piacevole novità.<br/><br/>Bukowski compie un “viaggio di lavoro” in Europa insieme alla sua compagna Linda Lee, più precisamente in Francia e Germania. In questi paesi Bukowski è un autore famoso e riconosciuto e questo porta a parecchi spunti interessanti e, come già detto, a una piacevole sensazione di novità.<br/><br/>Purtroppo ho trovato la prosa molto confusionaria e differente rispetto al solito. Spesso vi sono pagine intere scritte in flusso di coscienza o semplicemente elencando elementi senza punteggiatura, rendendo la lettura difficoltosa.<br/><br/>Ho apprezzato parecchio i testi a inizio e fine libro riguardanti due differenti incontri con Bukowski.",,,1,,,0,,,,,
